occupation,family_history,treatment,days_indoors,growing_stress,mental_health_history,mood_swings,coping_struggles,work_interest,social_weakness,percentage
Others,1,1,31-60 days,0,0,1,1,-1,1,0.020197658464560075
Business,1,1,1-14 days,1,1,1,1,-1,0,0.020197658464560075
Corporate,1,1,15-30 days,-1,1,0,1,0,1,0.020197658464560075
Business,1,1,15-30 days,-1,-1,0,1,1,-1,0.020197658464560075
Others,1,1,31-60 days,0,-1,0,-1,0,1,0.020197658464560075
Corporate,1,1,15-30 days,0,1,-1,-1,-1,0,0.020197658464560075
Housewife,1,1,1-14 days,0,-1,-1,1,0,-1,0.020197658464560075
Corporate,1,1,31-60 days,-1,1,0,1,-1,0,0.020197658464560075
Corporate,1,1,31-60 days,-1,-1,1,1,1,0,0.020197658464560075
Corporate,1,1,1-14 days,1,0,-1,-1,-1,-1,0.020197658464560075
Others,1,1,1-14 days,1,0,1,1,1,1,0.020197658464560075
Housewife,1,1,1-14 days,1,1,1,1,-1,0,0.020197658464560075
Others,1,1,1-14 days,1,1,-1,1,1,0,0.020197658464560075
Housewife,1,1,31-60 days,1,1,0,-1,1,-1,0.020197658464560075
Housewife,1,1,15-30 days,-1,-1,1,1,0,1,0.020197658464560075
Housewife,1,1,31-60 days,1,-1,-1,1,0,0,0.020197658464560075
Student,1,1,15-30 days,0,-1,1,-1,-1,-1,0.020197658464560075
Housewife,1,1,31-60 days,1,0,0,-1,-1,-1,0.020197658464560075
Business,1,1,1-14 days,-1,1,1,-1,-1,1,0.020197658464560075
Housewife,1,1,31-60 days,1,0,0,1,1,0,0.020197658464560075
Housewife,1,1,31-60 days,-1,1,1,-1,1,1,0.020197658464560075
Housewife,1,1,15-30 days,-1,-1,1,-1,-1,0,0.020197658464560075
Housewife,1,1,15-30 days,1,0,-1,1,1,1,0.020197658464560075
Housewife,1,1,15-30 days,-1,0,0,-1,1,-1,0.020197658464560075
Housewife,1,1,31-60 days,0,1,0,1,0,0,0.020197658464560075
Housewife,1,1,31-60 days,1,0,0,-1,-1,0,0.020197658464560075
Business,1,1,1-14 days,-1,0,0,1,0,-1,0.020197658464560075
Housewife,1,1,15-30 days,-1,1,0,1,1,0,0.020197658464560075
Housewife,1,1,15-30 days,1,-1,1,1,0,1,0.020197658464560075
Student,1,1,15-30 days,-1,1,0,1,-1,0,0.020197658464560075
Housewife,1,1,15-30 days,1,-1,-1,1,1,0,0.020197658464560075
Student,1,1,15-30 days,-1,1,-1,-1,0,-1,0.020197658464560075
Housewife,1,1,15-30 days,0,1,1,-1,-1,0,0.020197658464560075
Housewife,1,1,31-60 days,0,-1,1,1,0,-1,0.020197658464560075
Housewife,1,1,31-60 days,0,1,-1,-1,0,0,0.020197658464560075
Others,1,1,Go out Every day,0,-1,-1,1,1,1,0.020197658464560075
Others,1,1,More than 2 months,0,1,-1,1,0,0,0.020197658464560075
Housewife,1,1,15-30 days,1,0,1,1,-1,-1,0.020197658464560075
Housewife,1,1,15-30 days,-1,-1,1,1,1,-1,0.020197658464560075
Housewife,1,1,15-30 days,-1,0,-1,1,-1,-1,0.020197658464560075
Housewife,1,1,31-60 days,0,-1,0,-1,1,0,0.020197658464560075
Student,1,1,Go out Every day,0,0,-1,1,-1,1,0.020197658464560075
Student,1,1,Go out Every day,0,0,0,1,1,-1,0.020197658464560075
Student,1,1,Go out Every day,0,1,-1,-1,-1,1,0.020197658464560075
Student,1,1,Go out Every day,0,1,-1,1,-1,0,0.020197658464560075
Others,1,1,More than 2 months,1,0,0,1,0,1,0.020197658464560075
Others,1,1,More than 2 months,1,0,1,1,0,1,0.020197658464560075
Others,1,1,More than 2 months,1,0,1,1,1,-1,0.020197658464560075
Student,1,1,Go out Every day,0,1,1,1,0,-1,0.020197658464560075
Student,1,1,Go out Every day,0,1,1,1,1,1,0.020197658464560075
Student,1,1,Go out Every day,1,-1,-1,-1,0,1,0.020197658464560075
Others,1,1,More than 2 months,1,1,0,-1,1,-1,0.020197658464560075
Student,1,1,Go out Every day,1,0,-1,1,-1,1,0.020197658464560075
Others,1,1,More than 2 months,1,-1,1,1,1,0,0.020197658464560075
Housewife,1,1,Go out Every day,1,-1,1,1,1,-1,0.020197658464560075
Student,1,1,1-14 days,-1,1,0,-1,-1,1,0.020197658464560075
Housewife,1,1,15-30 days,-1,0,-1,1,-1,0,0.020197658464560075
Housewife,1,1,15-30 days,-1,0,1,-1,1,-1,0.020197658464560075
Housewife,1,1,15-30 days,-1,0,1,-1,0,-1,0.020197658464560075
Student,1,1,15-30 days,-1,0,1,-1,-1,1,0.020197658464560075
Housewife,1,1,31-60 days,1,0,-1,-1,-1,0,0.020197658464560075
Student,1,1,15-30 days,0,-1,0,-1,1,-1,0.020197658464560075
Student,1,1,Go out Every day,-1,1,1,1,0,0,0.020197658464560075
Student,1,1,Go out Every day,1,0,0,1,1,0,0.020197658464560075
Housewife,1,1,15-30 days,1,0,1,1,0,0,0.020197658464560075
Housewife,1,1,Go out Every day,1,-1,-1,-1,1,1,0.020197658464560075
Housewife,1,1,1-14 days,1,1,-1,1,1,-1,0.020197658464560075
Housewife,1,1,Go out Every day,0,-1,0,-1,1,-1,0.020197658464560075
Student,1,1,15-30 days,0,1,1,1,0,-1,0.020197658464560075
Housewife,1,1,Go out Every day,0,-1,-1,1,0,0,0.020197658464560075
Student,1,1,15-30 days,0,0,1,-1,1,1,0.020197658464560075
Housewife,1,1,1-14 days,1,1,1,-1,-1,1,0.020197658464560075
Housewife,1,1,Go out Every day,-1,-1,0,-1,0,0,0.020197658464560075
Others,1,1,Go out Every day,1,-1,-1,-1,-1,1,0.020197658464560075
Housewife,1,1,15-30 days,0,0,0,1,1,1,0.020197658464560075
Housewife,1,1,Go out Every day,-1,-1,0,1,-1,0,0.020197658464560075
Student,1,1,15-30 days,-1,1,0,1,0,-1,0.020197658464560075
Others,1,1,Go out Every day,0,1,-1,1,1,0,0.020197658464560075
Housewife,1,1,1-14 days,1,1,-1,1,1,1,0.020197658464560075
Housewife,1,1,Go out Every day,0,-1,-1,1,0,-1,0.020197658464560075
Housewife,1,1,Go out Every day,-1,-1,0,-1,1,0,0.020197658464560075
Housewife,1,1,1-14 days,1,1,0,1,1,0,0.020197658464560075
Housewife,1,1,1-14 days,1,1,0,-1,0,0,0.020197658464560075
Housewife,1,1,1-14 days,1,1,0,1,-1,0,0.020197658464560075
Student,1,1,15-30 days,0,-1,-1,1,1,0,0.020197658464560075
Housewife,1,1,Go out Every day,-1,0,-1,-1,0,-1,0.020197658464560075
Others,1,1,More than 2 months,-1,1,1,-1,1,1,0.020197658464560075
Housewife,1,1,15-30 days,1,1,0,1,0,0,0.020197658464560075
Housewife,1,1,1-14 days,1,0,0,1,-1,-1,0.020197658464560075
Business,1,1,Go out Every day,1,0,-1,1,1,-1,0.020197658464560075
Housewife,1,1,15-30 days,1,1,0,-1,-1,-1,0.020197658464560075
Housewife,1,1,15-30 days,0,0,-1,1,-1,-1,0.020197658464560075
Housewife,1,1,31-60 days,0,1,1,1,0,0,0.020197658464560075
Housewife,1,1,31-60 days,1,-1,-1,1,-1,1,0.020197658464560075
Housewife,1,1,Go out Every day,1,-1,1,-1,0,-1,0.020197658464560075
Business,1,1,1-14 days,-1,-1,0,-1,1,1,0.020197658464560075
Housewife,1,1,15-30 days,0,-1,-1,-1,1,-1,0.020197658464560075
Housewife,1,1,31-60 days,0,-1,1,1,-1,0,0.020197658464560075
Corporate,1,1,1-14 days,-1,-1,-1,-1,1,1,0.020197658464560075
Housewife,1,1,15-30 days,-1,-1,0,-1,1,1,0.020197658464560075
Housewife,1,1,1-14 days,1,1,-1,1,0,1,0.020197658464560075
Business,1,1,1-14 days,0,-1,0,1,0,1,0.020197658464560075
Housewife,1,1,1-14 days,1,0,1,1,0,-1,0.020197658464560075
Housewife,1,1,1-14 days,1,0,1,-1,1,1,0.020197658464560075
Housewife,1,1,Go out Every day,0,0,1,1,-1,-1,0.020197658464560075
Housewife,1,1,Go out Every day,0,0,1,1,-1,1,0.020197658464560075
Housewife,1,1,Go out Every day,0,1,-1,1,-1,0,0.020197658464560075
Student,1,1,1-14 days,-1,1,0,-1,0,-1,0.020197658464560075
Student,1,1,15-30 days,0,1,1,1,1,-1,0.020197658464560075
Housewife,1,1,31-60 days,0,1,1,-1,0,0,0.020197658464560075
Housewife,1,1,Go out Every day,0,1,-1,1,0,1,0.020197658464560075
Housewife,1,1,Go out Every day,0,1,0,1,0,1,0.020197658464560075
Housewife,1,1,Go out Every day,0,1,-1,1,0,0,0.020197658464560075
Housewife,1,1,Go out Every day,1,0,0,-1,1,1,0.020197658464560075
Others,1,1,More than 2 months,1,-1,0,1,0,1,0.020197658464560075
Student,1,1,Go out Every day,-1,-1,0,1,0,-1,0.020197658464560075
Student,1,1,31-60 days,1,-1,1,1,1,-1,0.020197658464560075
Others,1,1,More than 2 months,0,-1,0,-1,1,0,0.020197658464560075
Student,1,1,31-60 days,1,0,-1,-1,-1,-1,0.020197658464560075
Others,1,1,More than 2 months,0,-1,0,1,1,-1,0.020197658464560075
Student,1,1,31-60 days,1,0,0,1,1,0,0.020197658464560075
Others,1,1,More than 2 months,0,0,-1,1,-1,0,0.020197658464560075
Student,1,1,31-60 days,1,1,-1,-1,1,0,0.020197658464560075
Student,1,1,Go out Every day,-1,-1,-1,-1,0,1,0.020197658464560075
Others,1,1,More than 2 months,-1,-1,1,-1,-1,0,0.020197658464560075
Student,1,1,31-60 days,0,0,0,1,0,-1,0.020197658464560075
Housewife,1,1,More than 2 months,0,0,-1,-1,-1,0,0.020197658464560075
Housewife,1,1,More than 2 months,0,-1,1,-1,1,0,0.020197658464560075
Housewife,1,1,Go out Every day,1,0,0,1,0,-1,0.020197658464560075
Housewife,1,1,Go out Every day,1,1,0,-1,-1,0,0.020197658464560075
Housewife,1,1,More than 2 months,-1,-1,1,-1,1,1,0.020197658464560075
Housewife,1,1,More than 2 months,-1,0,-1,1,-1,0,0.020197658464560075
Housewife,1,1,More than 2 months,-1,0,0,-1,1,-1,0.020197658464560075
Others,1,1,Go out Every day,1,-1,1,1,0,-1,0.020197658464560075
Student,1,1,15-30 days,1,0,1,-1,1,0,0.020197658464560075
Housewife,1,1,More than 2 months,-1,1,1,-1,0,-1,0.020197658464560075
Student,1,1,More than 2 months,1,0,0,1,-1,0,0.020197658464560075
Others,1,1,More than 2 months,-1,-1,-1,1,0,-1,0.020197658464560075
Others,1,1,More than 2 months,-1,-1,0,-1,1,-1,0.020197658464560075
Housewife,1,1,More than 2 months,0,-1,1,-1,-1,-1,0.020197658464560075
Others,1,1,More than 2 months,0,-1,0,-1,0,0,0.020197658464560075
Others,1,1,More than 2 months,-1,1,1,1,1,1,0.020197658464560075
Others,1,1,1-14 days,1,1,0,-1,-1,-1,0.020197658464560075
Business,1,1,1-14 days,1,-1,-1,-1,-1,0,0.020197658464560075
Business,1,1,More than 2 months,-1,0,-1,-1,1,1,0.020197658464560075
Business,1,1,More than 2 months,-1,0,1,1,0,-1,0.020197658464560075
Business,1,1,More than 2 months,-1,0,1,1,0,1,0.020197658464560075
Business,1,1,More than 2 months,-1,1,-1,1,-1,0,0.020197658464560075
Corporate,1,1,Go out Every day,0,0,0,-1,1,1,0.020197658464560075
Others,1,1,31-60 days,1,1,1,-1,1,0,0.020197658464560075
Student,1,1,1-14 days,1,0,1,-1,1,1,0.020197658464560075
Corporate,1,1,1-14 days,-1,0,1,1,-1,-1,0.020197658464560075
Student,1,1,31-60 days,-1,1,1,-1,-1,-1,0.020197658464560075
Others,1,1,More than 2 months,-1,-1,1,1,1,1,0.020197658464560075
Student,1,1,31-60 days,0,-1,-1,1,-1,1,0.020197658464560075
Student,1,1,31-60 days,0,-1,0,-1,1,1,0.020197658464560075
Housewife,1,1,1-14 days,1,-1,1,1,1,-1,0.020197658464560075
Others,1,1,More than 2 months,-1,0,-1,-1,-1,-1,0.020197658464560075
Others,1,1,More than 2 months,-1,0,-1,-1,0,0,0.020197658464560075
Others,1,1,More than 2 months,-1,1,-1,1,-1,-1,0.020197658464560075
Student,1,1,31-60 days,0,0,-1,1,-1,-1,0.020197658464560075
Student,1,1,31-60 days,0,0,-1,1,0,-1,0.020197658464560075
Others,1,1,More than 2 months,-1,1,1,1,0,-1,0.020197658464560075
Student,1,1,Go out Every day,-1,1,1,-1,1,-1,0.020197658464560075
Student,1,1,Go out Every day,-1,1,1,-1,-1,0,0.020197658464560075
Housewife,1,1,More than 2 months,0,0,-1,1,-1,1,0.020197658464560075
Others,1,1,More than 2 months,0,1,-1,-1,-1,-1,0.020197658464560075
Student,1,1,More than 2 months,1,-1,-1,-1,-1,0,0.020197658464560075
Student,1,1,More than 2 months,1,-1,-1,1,1,1,0.020197658464560075
Student,1,1,Go out Every day,-1,-1,1,1,0,0,0.020197658464560075
Student,1,1,More than 2 months,1,-1,0,1,0,-1,0.020197658464560075
Student,1,1,More than 2 months,1,-1,1,-1,1,-1,0.020197658464560075
Student,1,1,More than 2 months,1,0,-1,-1,1,1,0.020197658464560075
Student,1,1,More than 2 months,1,0,-1,1,0,1,0.020197658464560075
Student,1,1,More than 2 months,1,0,0,-1,1,1,0.020197658464560075
Student,1,1,More than 2 months,1,0,0,1,-1,-1,0.020197658464560075
Student,1,1,31-60 days,-1,-1,0,-1,0,0,0.020197658464560075
Housewife,1,1,1-14 days,1,1,1,-1,1,1,0.020197658464560075
Student,1,1,More than 2 months,1,0,1,1,1,-1,0.020197658464560075
Student,1,1,Go out Every day,1,0,0,-1,1,-1,0.020197658464560075
Student,1,1,Go out Every day,1,0,0,-1,0,0,0.020197658464560075
Student,1,1,Go out Every day,1,0,-1,1,1,0,0.020197658464560075
Student,1,1,Go out Every day,1,0,-1,1,1,-1,0.020197658464560075
Student,1,1,Go out Every day,-1,0,-1,1,0,1,0.020197658464560075
Student,1,1,Go out Every day,-1,0,0,-1,1,0,0.020197658464560075
Student,1,1,Go out Every day,-1,0,1,1,1,-1,0.020197658464560075
Student,1,1,Go out Every day,-1,1,-1,-1,1,0,0.020197658464560075
Student,1,1,Go out Every day,-1,1,-1,-1,1,1,0.020197658464560075
Student,1,1,More than 2 months,0,0,-1,-1,0,-1,0.020197658464560075
Housewife,1,1,More than 2 months,0,0,1,1,1,1,0.020197658464560075
Student,1,1,More than 2 months,0,1,1,-1,0,1,0.020197658464560075
Housewife,1,1,More than 2 months,1,1,-1,-1,-1,1,0.020197658464560075
Housewife,1,1,More than 2 months,0,1,0,1,1,-1,0.020197658464560075
Housewife,1,1,More than 2 months,0,1,1,-1,-1,0,0.020197658464560075
Student,1,1,31-60 days,-1,-1,0,1,0,0,0.020197658464560075
Others,1,1,Go out Every day,1,0,0,1,-1,1,0.020197658464560075
Housewife,1,1,More than 2 months,1,0,0,1,-1,0,0.020197658464560075
Housewife,1,1,More than 2 months,1,0,1,1,0,-1,0.020197658464560075
Student,1,1,More than 2 months,1,-1,0,-1,0,0,0.020197658464560075
Student,1,1,31-60 days,-1,-1,1,-1,1,0,0.020197658464560075
Housewife,1,1,More than 2 months,1,1,0,1,1,1,0.020197658464560075
Student,1,1,31-60 days,-1,0,0,1,-1,-1,0.020197658464560075
Student,1,1,More than 2 months,0,-1,-1,1,0,1,0.020197658464560075
Student,1,1,Go out Every day,-1,0,-1,-1,-1,-1,0.020197658464560075
Student,1,1,Go out Every day,1,1,0,1,0,0,0.020197658464560075
Student,1,1,Go out Every day,1,1,0,1,1,1,0.020197658464560075
Student,1,1,Go out Every day,1,1,1,-1,1,0,0.020197658464560075
Student,1,1,More than 2 months,-1,-1,-1,1,1,1,0.020197658464560075
Student,1,1,More than 2 months,-1,1,0,-1,0,-1,0.020197658464560075
Student,1,1,More than 2 months,0,-1,-1,1,-1,1,0.020197658464560075
Student,1,1,Go out Every day,-1,0,-1,1,0,-1,0.020197658464560075
Student,1,1,More than 2 months,0,-1,0,-1,0,0,0.020197658464560075
Student,1,1,Go out Every day,1,1,0,-1,-1,-1,0.020197658464560075
Others,-1,-1,More than 2 months,1,-1,0,1,0,0,0.016715303556877302
Others,-1,-1,15-30 days,0,1,-1,1,1,1,0.016715303556877302
Housewife,-1,-1,Go out Every day,1,-1,1,-1,0,0,0.016715303556877302
Corporate,-1,-1,31-60 days,-1,0,1,-1,1,0,0.016715303556877302
Housewife,-1,-1,1-14 days,-1,0,0,-1,1,0,0.016715303556877302
Others,-1,-1,31-60 days,1,1,1,1,-1,-1,0.016715303556877302
Student,-1,-1,More than 2 months,1,0,1,-1,0,-1,0.016715303556877302
Housewife,-1,1,1-14 days,-1,0,0,-1,1,0,0.016018832575340747
Housewife,-1,1,Go out Every day,1,-1,1,-1,0,0,0.016018832575340747
Others,-1,1,31-60 days,1,1,1,1,-1,-1,0.016018832575340747
Corporate,-1,1,31-60 days,-1,0,1,-1,1,0,0.016018832575340747
Others,-1,1,More than 2 months,1,-1,0,1,0,0,0.016018832575340747
Student,-1,1,More than 2 months,1,0,1,-1,0,-1,0.016018832575340747
Others,-1,1,15-30 days,0,1,-1,1,1,1,0.016018832575340747
Others,1,-1,More than 2 months,1,-1,0,1,0,0,0.009054122759975206
Housewife,1,-1,1-14 days,-1,0,0,-1,1,0,0.009054122759975206
Corporate,1,-1,31-60 days,-1,0,1,-1,1,0,0.009054122759975206
Others,1,-1,15-30 days,0,1,-1,1,1,1,0.009054122759975206
Others,1,-1,31-60 days,1,1,1,1,-1,-1,0.009054122759975206
Housewife,1,-1,Go out Every day,1,-1,1,-1,0,0,0.009054122759975206
Student,1,-1,More than 2 months,1,0,1,-1,0,-1,0.009054122759975206
Others,-1,-1,31-60 days,0,0,1,1,-1,1,0.008357651778438651
Corporate,-1,-1,31-60 days,0,-1,1,-1,0,-1,0.008357651778438651
Corporate,-1,-1,31-60 days,-1,-1,1,1,1,0,0.008357651778438651
Corporate,-1,-1,31-60 days,-1,1,0,1,-1,0,0.008357651778438651
Corporate,-1,-1,Go out Every day,1,-1,0,1,0,0,0.008357651778438651
Corporate,-1,-1,31-60 days,0,-1,-1,1,1,-1,0.008357651778438651
Housewife,-1,-1,More than 2 months,0,0,1,1,1,1,0.008357651778438651
Corporate,-1,-1,31-60 days,0,0,0,1,0,-1,0.008357651778438651
Corporate,-1,-1,31-60 days,0,1,0,1,-1,-1,0.008357651778438651
Corporate,-1,-1,31-60 days,0,-1,-1,-1,-1,0,0.008357651778438651
Corporate,-1,-1,Go out Every day,0,0,1,-1,0,-1,0.008357651778438651
Corporate,-1,-1,Go out Every day,0,0,0,-1,1,1,0.008357651778438651
Corporate,-1,-1,31-60 days,1,0,0,1,-1,1,0.008357651778438651
Corporate,-1,-1,31-60 days,0,1,0,1,1,1,0.008357651778438651
Corporate,-1,-1,31-60 days,1,1,0,1,1,-1,0.008357651778438651
Corporate,-1,-1,31-60 days,1,0,-1,-1,0,-1,0.008357651778438651
Corporate,-1,-1,Go out Every day,0,1,0,1,0,1,0.008357651778438651
Corporate,-1,-1,31-60 days,1,0,0,-1,-1,0,0.008357651778438651
Corporate,-1,-1,Go out Every day,-1,1,0,-1,0,-1,0.008357651778438651
Corporate,-1,-1,31-60 days,1,1,0,1,-1,1,0.008357651778438651
Business,-1,-1,Go out Every day,0,0,-1,-1,0,0,0.008357651778438651
Corporate,-1,-1,31-60 days,1,1,1,-1,0,0,0.008357651778438651
Corporate,-1,-1,Go out Every day,-1,0,0,-1,0,-1,0.008357651778438651
Corporate,-1,-1,31-60 days,1,-1,-1,-1,-1,0,0.008357651778438651
Corporate,-1,-1,More than 2 months,1,-1,0,-1,1,-1,0.008357651778438651
Business,-1,-1,Go out Every day,0,-1,-1,-1,-1,-1,0.008357651778438651
Corporate,-1,-1,Go out Every day,-1,1,0,-1,1,0,0.008357651778438651
Corporate,-1,-1,Go out Every day,-1,1,1,-1,0,1,0.008357651778438651
Business,-1,-1,Go out Every day,-1,-1,0,1,1,0,0.008357651778438651
Business,-1,-1,Go out Every day,-1,-1,1,1,0,1,0.008357651778438651
Housewife,-1,-1,More than 2 months,0,-1,1,-1,1,0,0.008357651778438651
Corporate,-1,-1,Go out Every day,1,0,1,1,-1,1,0.008357651778438651
Corporate,-1,-1,More than 2 months,-1,-1,1,-1,-1,-1,0.008357651778438651
Corporate,-1,-1,More than 2 months,-1,0,-1,1,0,1,0.008357651778438651
Corporate,-1,-1,More than 2 months,-1,0,1,-1,1,0,0.008357651778438651
Corporate,-1,-1,More than 2 months,-1,1,0,1,-1,-1,0.008357651778438651
Corporate,-1,-1,More than 2 months,0,-1,0,-1,0,0,0.008357651778438651
Corporate,-1,-1,More than 2 months,0,-1,0,1,0,1,0.008357651778438651
Corporate,-1,-1,More than 2 months,0,0,1,-1,0,0,0.008357651778438651
Corporate,-1,-1,More than 2 months,0,0,1,-1,1,0,0.008357651778438651
Corporate,-1,-1,More than 2 months,1,-1,-1,1,0,0,0.008357651778438651
Corporate,-1,-1,Go out Every day,1,0,-1,1,1,-1,0.008357651778438651
Business,-1,-1,Go out Every day,0,1,0,1,1,-1,0.008357651778438651
Business,-1,-1,Go out Every day,0,0,-1,-1,-1,1,0.008357651778438651
Business,-1,-1,Go out Every day,0,-1,1,1,1,-1,0.008357651778438651
Business,-1,-1,Go out Every day,0,-1,-1,1,0,1,0.008357651778438651
Business,-1,-1,Go out Every day,-1,0,1,1,0,-1,0.008357651778438651
Business,-1,-1,Go out Every day,-1,1,1,1,0,1,0.008357651778438651
Business,-1,-1,Go out Every day,-1,-1,0,-1,0,0,0.008357651778438651
Business,-1,-1,1-14 days,0,-1,0,1,0,1,0.008357651778438651
Business,-1,-1,31-60 days,1,0,1,-1,1,-1,0.008357651778438651
Corporate,-1,-1,Go out Every day,0,0,-1,1,-1,-1,0.008357651778438651
Business,-1,-1,31-60 days,0,1,0,1,1,-1,0.008357651778438651
Business,-1,-1,31-60 days,0,0,1,1,1,1,0.008357651778438651
Business,-1,-1,15-30 days,0,0,1,-1,0,1,0.008357651778438651
Business,-1,-1,15-30 days,0,1,0,-1,-1,0,0.008357651778438651
Business,-1,-1,15-30 days,0,1,0,1,1,1,0.008357651778438651
Business,-1,-1,31-60 days,1,0,1,-1,-1,-1,0.008357651778438651
Business,-1,-1,31-60 days,1,0,-1,1,0,-1,0.008357651778438651
Business,-1,-1,31-60 days,1,0,-1,1,-1,1,0.008357651778438651
Business,-1,-1,31-60 days,1,-1,1,-1,0,1,0.008357651778438651
Business,-1,-1,31-60 days,1,-1,-1,-1,0,-1,0.008357651778438651
Business,-1,-1,Go out Every day,-1,0,0,-1,0,-1,0.008357651778438651
Business,-1,-1,31-60 days,-1,1,0,-1,1,-1,0.008357651778438651
Business,-1,-1,1-14 days,-1,0,0,1,0,-1,0.008357651778438651
Business,-1,-1,Go out Every day,-1,-1,-1,1,-1,0,0.008357651778438651
Business,-1,-1,31-60 days,-1,1,-1,1,0,1,0.008357651778438651
Business,-1,-1,31-60 days,-1,0,1,1,0,-1,0.008357651778438651
Business,-1,-1,31-60 days,-1,0,1,-1,0,0,0.008357651778438651
Business,-1,-1,31-60 days,-1,0,0,1,1,1,0.008357651778438651
Business,-1,-1,31-60 days,-1,0,0,1,-1,0,0.008357651778438651
Business,-1,-1,31-60 days,-1,0,-1,1,1,0,0.008357651778438651
Business,-1,-1,31-60 days,-1,-1,-1,1,1,0,0.008357651778438651
Business,-1,-1,15-30 days,1,1,1,1,0,1,0.008357651778438651
Business,-1,-1,31-60 days,0,1,-1,-1,-1,0,0.008357651778438651
Business,-1,-1,15-30 days,0,-1,1,1,-1,1,0.008357651778438651
Business,-1,-1,15-30 days,1,0,1,-1,1,-1,0.008357651778438651
Business,-1,-1,15-30 days,1,-1,0,1,1,1,0.008357651778438651
Business,-1,-1,1-14 days,1,1,-1,-1,0,1,0.008357651778438651
Business,-1,-1,1-14 days,-1,1,1,-1,-1,1,0.008357651778438651
Business,-1,-1,31-60 days,1,1,-1,1,0,0,0.008357651778438651
Business,-1,-1,1-14 days,1,-1,-1,-1,-1,0,0.008357651778438651
Housewife,-1,-1,More than 2 months,0,0,-1,1,-1,1,0.008357651778438651
Business,-1,-1,15-30 days,0,-1,-1,1,1,1,0.008357651778438651
Business,-1,-1,15-30 days,0,-1,-1,-1,1,-1,0.008357651778438651
Corporate,-1,-1,More than 2 months,1,0,-1,1,1,0,0.008357651778438651
Corporate,-1,-1,More than 2 months,1,0,0,-1,0,1,0.008357651778438651
Business,-1,-1,15-30 days,-1,1,1,-1,-1,-1,0.008357651778438651
Business,-1,-1,15-30 days,-1,0,-1,1,0,1,0.008357651778438651
Business,-1,-1,15-30 days,-1,-1,0,1,1,-1,0.008357651778438651
Corporate,-1,-1,More than 2 months,1,1,1,1,0,-1,0.008357651778438651
Business,-1,-1,1-14 days,1,1,1,1,-1,0,0.008357651778438651
Business,-1,-1,15-30 days,0,0,0,-1,1,1,0.008357651778438651
Business,-1,-1,1-14 days,1,1,0,1,-1,-1,0.008357651778438651
Business,-1,-1,1-14 days,1,0,1,-1,0,-1,0.008357651778438651
Business,-1,-1,1-14 days,1,-1,1,1,-1,1,0.008357651778438651
Business,-1,-1,1-14 days,1,-1,1,-1,-1,1,0.008357651778438651
Business,-1,-1,1-14 days,1,-1,0,1,-1,1,0.008357651778438651
Business,-1,-1,1-14 days,1,-1,0,-1,1,0,0.008357651778438651
Business,-1,-1,1-14 days,-1,-1,0,-1,1,1,0.008357651778438651
Business,-1,-1,Go out Every day,-1,1,-1,1,-1,-1,0.008357651778438651
Others,-1,-1,15-30 days,0,1,-1,-1,1,0,0.008357651778438651
Corporate,-1,-1,31-60 days,1,0,0,1,-1,-1,0.008357651778438651
Others,-1,-1,Go out Every day,0,-1,-1,1,1,1,0.008357651778438651
Others,-1,-1,15-30 days,1,0,-1,-1,1,1,0.008357651778438651
Others,-1,-1,1-14 days,-1,0,0,-1,0,0,0.008357651778438651
Others,-1,-1,More than 2 months,-1,-1,1,-1,-1,0,0.008357651778438651
Others,-1,-1,More than 2 months,-1,-1,0,-1,1,-1,0.008357651778438651
Others,-1,-1,More than 2 months,-1,-1,-1,1,0,-1,0.008357651778438651
Others,-1,-1,Go out Every day,1,0,0,1,-1,1,0.008357651778438651
Others,-1,-1,Go out Every day,1,-1,1,1,0,-1,0.008357651778438651
Others,-1,-1,Go out Every day,1,-1,-1,-1,-1,1,0.008357651778438651
Others,-1,-1,Go out Every day,0,1,-1,1,1,0,0.008357651778438651
Others,-1,-1,More than 2 months,1,0,1,1,1,-1,0.008357651778438651
Others,-1,-1,31-60 days,1,0,0,-1,-1,-1,0.008357651778438651
Student,-1,-1,1-14 days,1,-1,0,1,0,0,0.008357651778438651
Others,-1,-1,15-30 days,-1,0,1,-1,0,0,0.008357651778438651
Others,-1,-1,31-60 days,1,0,-1,-1,-1,-1,0.008357651778438651
Others,-1,-1,31-60 days,1,-1,1,1,-1,1,0.008357651778438651
Others,-1,-1,31-60 days,1,-1,0,1,-1,0,0.008357651778438651
Others,-1,-1,31-60 days,1,-1,0,-1,-1,0,0.008357651778438651
Others,-1,-1,More than 2 months,-1,-1,1,1,1,1,0.008357651778438651
Others,-1,-1,31-60 days,0,1,1,-1,0,1,0.008357651778438651
Others,-1,-1,More than 2 months,-1,0,-1,-1,-1,-1,0.008357651778438651
Others,-1,-1,More than 2 months,-1,1,-1,1,-1,-1,0.008357651778438651
Others,-1,-1,31-60 days,1,1,1,-1,1,0,0.008357651778438651
Housewife,-1,-1,More than 2 months,1,0,1,1,0,-1,0.008357651778438651
Others,-1,-1,More than 2 months,1,1,0,-1,1,-1,0.008357651778438651
Others,-1,-1,31-60 days,1,0,1,-1,-1,-1,0.008357651778438651
Others,-1,-1,1-14 days,1,0,0,1,-1,1,0.008357651778438651
Business,-1,-1,More than 2 months,-1,0,-1,-1,1,1,0.008357651778438651
